Symbol	Ensembl
RP11-521C22.4	ENST00000657992
RP11-521C22.2	ENST00000624562
RP11-512N4.2	ENST00000437213
SGMS1-AS1	ENST00000443374
SHQ1P1	ENST00000437111
BEND3P1	ENST00000421591
NUTM2HP	ENST00000442076
RP11-564C4.4	ENST00000424971
CTSLP4	ENST00000454614
PGGT1BP1	ENST00000455321
RP11-564C4.10	ENST00000671395
ASAH2B	ENST00000647317
A1CF	ENST00000373997
RP11-449O16.2	ENST00000438919
MIX23P2	ENST00000417131
RP11-96B5.4	ENST00000561565
RP11-96B5.3	ENST00000343087
PRKG1	ENST00000373980
RP11-40C11.2	ENST00000435271
RP11-539E19.2	ENST00000419889
RSU1P3	ENST00000412878
CSTF2T	ENST00000331173
PRKG1-AS1	ENST00000452247
DKK1	ENST00000373970
RPL31P44	ENST00000447680
THAP12P3	ENST00000456373
LNCAROD	ENST00000647908
MBL2	ENST00000674931
RP11-319F12.3	ENST00000648218
LINC02672	ENST00000668157
SNRPEP8	ENST00000442866
RP11-71J2.1	ENST00000449272
RNA5SP318	ENST00000516352
RP11-449J3.3	ENST00000426885
PCDH15	ENST00000644397
RP11-257I14.1	ENST00000422842
NEFMP1	ENST00000443423
RP11-264A11.1	ENST00000414295
RP11-168O22.1	ENST00000457975
RP11-598C10.2	ENST00000453639
RP11-598C10.1	ENST00000427182
MTRNR2L5	ENST00000512524
GAPDHP21	ENST00000450301
RP11-478B11.2	ENST00000605671
ZWINT	ENST00000373944
RP11-118J22.2	ENST00000655098
RP11-550A9.1	ENST00000434711
RP11-448K10.1	ENST00000435086
MRPS35P3	ENST00000603189
RP11-123G9.1	ENST00000418296
IPMK	ENST00000373935
TPT1P10	ENST00000312966
CISD1	ENST00000333926
RP11-179B15.5	ENST00000440189
RP11-179B15.6	ENST00000562575
UBE2D1	ENST00000373910
TFAM	ENST00000487519
BICC1	ENST00000373886
FAM133CP	ENST00000332869
LINC00844	ENST00000660389
RPLP1P10	ENST00000413972
TRAF6P1	ENST00000429404
PHYHIPL	ENST00000373880
FAM13C	ENST00000618804
RP11-443O13.3	ENST00000433249
RP11-55C5.1	ENST00000663923
MRPL50P4	ENST00000446432
RP11-135D11.2	ENST00000644636
SLC16A9	ENST00000395348
MRLN	ENST00000414264
CCDC6	ENST00000263102
LINC01553	ENST00000521074
ANK3	ENST00000280772
RP11-388P9.2	ENST00000619719
RP11-388P9.3	ENST00000633779
ARL4AP1	ENST00000503220
ANK3-DT	ENST00000517854
CDK1	ENST00000395284
RHOBTB1	ENST00000337910
LINC00845	ENST00000417931
TMEM26	ENST00000399298
TMEM26-AS1	ENST00000389640
RP11-809M12.2	ENST00000661365
CABCOCO1	ENST00000648843
RP11-63A2.2	ENST00000608672
LINC02625	ENST00000441001
ARID5B	ENST00000279873
RTKN2	ENST00000373789
LINC02621	ENST00000442753
RP11-120C12.4	ENST00000669855
RP11-13A2.5	ENST00000647733
ZNF365	ENST00000395254
RP11-13A2.4	ENST00000395251
RP11-436D10.3	ENST00000649548
ALDH7A1P4	ENST00000412255
ADO	ENST00000373783
EGR2	ENST00000242480
RP11-144G16.1	ENST00000433019
NRBF2	ENST00000277746
JMJD1C	ENST00000399262
TATDN1P1	ENST00000414123
RP11-351O1.4	ENST00000602989
PRELID1P3	ENST00000450055
JMJD1C-AS1	ENST00000609436
RP11-351O1.3	ENST00000430304
REEP3	ENST00000373758
RP11-111N20.1	ENST00000654322
MRPL35P2	ENST00000448009
RP11-111N20.4	ENST00000604050
RP11-170M17.1	ENST00000654191
RPL7AP50	ENST00000452821
RP11-174J11.1	ENST00000451946
DBF4P1	ENST00000412976
RPL17P35	ENST00000432217
CYP2C61P	ENST00000604072
ANXA2P3	ENST00000404883
LINC02671	ENST00000655566
NEK4P3	ENST00000604859
RP11-252C24.3	ENST00000635094
MYL6P3	ENST00000436904
RP11-252C24.2	ENST00000441175
RP11-428G2.1	ENST00000648274
LINC01515	ENST00000659962
CTNNA3	ENST00000433211
RP11-210G22.1	ENST00000608793
RP11-65E10.1	ENST00000620045
LRRTM3	ENST00000361320
RP11-344A5.1	ENST00000422963
RPL7AP51	ENST00000422016
AKR1B10P1	ENST00000425765
RPL21P92	ENST00000454107
DNAJC12	ENST00000225171
DNAJC19P1	ENST00000455312
RP11-57G10.8	ENST00000610279
RPL12P8	ENST00000482081
SIRT1	ENST00000212015
HERC4	ENST00000373700
RPS3AP38	ENST00000435889
POU5F1P5	ENST00000445059
MYPN	ENST00000358913
ATOH7	ENST00000373673
LINC02640	ENST00000444086
KRT19P4	ENST00000443208
PBLD	ENST00000358769
HNRNPH3	ENST00000265866
RUFY2	ENST00000602465
DNA2	ENST00000358410
RPL26P29	ENST00000415623
RNA5SP319	ENST00000362768
SLC25A16	ENST00000609923
RPL26P27	ENST00000414397
TMEM14DP	ENST00000422205
TET1	ENST00000373644
COX20P1	ENST00000366529
RPS3AP37	ENST00000419176
RP11-119F7.5	ENST00000562082
RP11-119F7.6	ENST00000603836
CCAR1	ENST00000265872
STOX1	ENST00000298596
RP11-314J18.11	ENST00000650255
DDX50	ENST00000373585
DDX21	ENST00000354185
KIFBP	ENST00000361983
MED28P1	ENST00000399158
ACTBP14	ENST00000411655
SRGN	ENST00000242465
VPS26A	ENST00000263559
RPS12P17	ENST00000438591
SUPV3L1	ENST00000359655
RP11-227H15.4	ENST00000450995
HKDC1	ENST00000354624
RP11-227H15.5	ENST00000413220
RPS15AP28	ENST00000435088
HK1	ENST00000359426
TACR2	ENST00000373306
ATP5MC1P7	ENST00000444398
TSPAN15	ENST00000373290
RP11-404C6.6	ENST00000654329
TMEM256P1	ENST00000430550
NEUROG3	ENST00000242462
RP11-343J3.2	ENST00000428753
MTATP6P23	ENST00000440153
MTCO2P23	ENST00000425216
MTCO1P23	ENST00000415223
MTND2P15	ENST00000418575
MTND1P20	ENST00000430341
FAM241B	ENST00000373279
LINC02651	ENST00000434931
RPL5P26	ENST00000438138
COL13A1	ENST00000645393
LINC02636	ENST00000667615
MACROH2A2	ENST00000373255
AIFM2	ENST00000307864
TYSND1	ENST00000287078
SAR1A	ENST00000373241
CALM2P2	ENST00000428512
RPS25P9	ENST00000435591
PPA1	ENST00000373232
NPFFR1	ENST00000277942
LRRC20	ENST00000446961
CEP57L1P1	ENST00000430943
EIF4EBP2	ENST00000373218
NODAL	ENST00000287139
RP11-104F15.9	ENST00000624563
PALD1	ENST00000263563
YY1P1	ENST00000427625
PRF1	ENST00000441259
ADAMTS14	ENST00000373207
TBATA	ENST00000456372
RPS26P40	ENST00000435209
SGPL1	ENST00000373202
PCBD1	ENST00000299299
RP11-790G19.3	ENST00000646051
RP11-432J9.3	ENST00000603033
LINC02622	ENST00000664582
UNC5B	ENST00000335350
UNC5B-AS1	ENST00000447119
SLC29A3	ENST00000373189
RP11-327E2.5	ENST00000623796
CDH23	ENST00000224721
CDH23-AS1	ENST00000428918
C10orf105	ENST00000441508
VSIR	ENST00000394957
PSAP	ENST00000394936
RP11-472G21.2	ENST00000441348
CHST3	ENST00000373115
RP11-150D20.5	ENST00000609403
SPOCK2	ENST00000373109
ASCC1	ENST00000672957
RPL15P14	ENST00000416278
ANAPC16	ENST00000299381
DNAJB12	ENST00000444643
MICU1	ENST00000361114
RP11-205A8.4	ENST00000605385
SNX19P4	ENST00000619576
RP11-167P22.3	ENST00000431638
RP11-167P22.4	ENST00000425543
HMGN2P34	ENST00000437647
RP11-167P22.5	ENST00000433335
MCU	ENST00000373053
RP11-354E23.3	ENST00000623520
RP11-354E23.4	ENST00000624201
RP11-354E23.5	ENST00000608259
OIT3	ENST00000334011
NPM1P24	ENST00000428039
PLA2G12B	ENST00000373032
RPL17P50	ENST00000396131
P4HA1	ENST00000394890
RP11-344N10.4	ENST00000442202
RP11-344N10.2	ENST00000431293
RP11-344N10.5	ENST00000608005
NUDT13	ENST00000357321
RP11-152N13.16	ENST00000608444
ECD	ENST00000372979
FAM149B1	ENST00000242505
EIF4A2P2	ENST00000455776
DNAJC9	ENST00000372950
RP11-152N13.10	ENST00000512551
DNAJC9-AS1	ENST00000440197
MRPS16	ENST00000372945
DNAJC9-AS1	ENST00000457147
CFAP70	ENST00000310715
ANXA7	ENST00000372921
RP11-537A6.9	ENST00000427492
RPL26P6	ENST00000440913
MSS51	ENST00000299432
PPP3CB	ENST00000360663
PPP3CB-AS1	ENST00000600206
USP54	ENST00000681793
RPS26P41	ENST00000450370
RP11-464F9.20	ENST00000595595
RP11-464F9.22	ENST00000609434
MYOZ1	ENST00000359322
SYNPO2L	ENST00000394810
SYNPO2L-AS1	ENST00000668336
AGAP5	ENST00000374094
BMS1P4-AGAP5	ENST00000399449
BMS1P4	ENST00000580790
RP11-574K11.29	ENST00000415917
RNA5SP320	ENST00000516263
BMS1P4	ENST00000441263
GLUD1P3	ENST00000508551
DUSP8P5	ENST00000422884
RP11-574K11.27	ENST00000604613
RP11-574K11.24	ENST00000625041
SEC24C	ENST00000345254
RP11-574K11.32	ENST00000623453
FUT11	ENST00000372841
CHCHD1	ENST00000372833
ZSWIM8	ENST00000604729
RP11-574K11.26	ENST00000623633
ZSWIM8-AS1	ENST00000456638
RP11-574K11.31	ENST00000603027
NDST2	ENST00000309979
CAMK2G	ENST00000423381
RP11-574K11.5	ENST00000434147
RP11-574K11.8	ENST00000446730
C10orf55	ENST00000409178
PLAU	ENST00000372764
VCL	ENST00000211998
RP11-417O11.5	ENST00000416076
AP3M1	ENST00000355264
ADK	ENST00000539909
TIMM9P1	ENST00000436122
RPSAP6	ENST00000417882
RAB5CP1	ENST00000395972
RP11-46O21.2	ENST00000448214
MRPL35P3	ENST00000421557
NDUFA8P1	ENST00000605525
POLR3DP1	ENST00000398689
FAM32CP	ENST00000454758
RP11-222G7.2	ENST00000608199
KAT6B	ENST00000287239
RP11-77G23.2	ENST00000413431
RP11-77G23.5	ENST00000436608
DUSP29	ENST00000338487
RP11-77G23.6	ENST00000649504
PPIAP13	ENST00000434706
DUSP13	ENST00000478873
SAMD8	ENST00000542569
RPS26P42	ENST00000413485
VDAC2	ENST00000332211
COMTD1	ENST00000372538
ZNF503-AS1	ENST00000666247
RPL39P25	ENST00000449384
HMGA1P5	ENST00000412453
RP11-399K21.11	ENST00000418818
RP11-399K21.5	ENST00000447646
SPA17P1	ENST00000416656
ZNF503	ENST00000372524
ZNF503-AS2	ENST00000466942
RP11-399K21.13	ENST00000609182
RP11-399K21.14	ENST00000609200
RP11-399K21.10	ENST00000427610
LRMDA	ENST00000611255
RP11-399K21.12	ENST00000623230
RP11-310J24.5	ENST00000670381
RP11-310J24.3	ENST00000595383
RP11-367B6.2	ENST00000445111
RP11-43N22.1	ENST00000622980
RP11-369F10.2	ENST00000412137
RP11-325D15.2	ENST00000597938
ATP5MC1P8	ENST00000416294
KCNMA1	ENST00000286628
KCNMA1-AS1	ENST00000458661
KCNMA1-AS2	ENST00000428936
RP11-328K22.1	ENST00000413564
KCNMA1-AS3	ENST00000418515
COX6CP15	ENST00000426313
RNA5SP321	ENST00000362722
RP11-428P16.2	ENST00000394628
RP11-428P16.3	ENST00000615610
IMPDH1P5	ENST00000439688
RP13-39P12.3	ENST00000434097
DLG5	ENST00000372391
RP11-126H7.4	ENST00000372387
DLG5-AS1	ENST00000449852
H2AZP5	ENST00000446960
POLR3A	ENST00000372371
RPS24	ENST00000372360
GNAI2P2	ENST00000417003
RP11-157J13.1	ENST00000634547
LINC00856	ENST00000635422
RP11-90J7.3	ENST00000421324
RP11-90J7.5	ENST00000669110
RP11-90J7.2	ENST00000434440
RP11-90J7.4	ENST00000416341
RP11-17G2.1	ENST00000635018
RP11-31E13.2	ENST00000455498
ZMIZ1-AS1	ENST00000456353
RP11-481G8.2	ENST00000427035
ZMIZ1	ENST00000334512
PPIF	ENST00000225174
ZCCHC24	ENST00000372336
RP11-342M3.5	ENST00000438554
TPRX1P1	ENST00000557620
RP11-342M3.1	ENST00000456546
RP11-342M3.2	ENST00000607558
EIF5AL1	ENST00000520547
RP11-589B3.7	ENST00000606318
RPS12P18	ENST00000442381
SFTPA2	ENST00000372325
MBL3P	ENST00000402234
SFTPA3P	ENST00000446429
SFTPA1	ENST00000398636
LINC02679	ENST00000429070
RP11-506M13.3	ENST00000482985
NUTM2B-AS1	ENST00000671459
RP11-182L21.5	ENST00000606384
RP11-119F19.5	ENST00000623504
RP11-119F19.4	ENST00000452173
NUTM2B	ENST00000429828
RP11-182L21.6	ENST00000605920
NUTM2E	ENST00000429984
NPAP1P2	ENST00000456716
CTSLP6	ENST00000458273
PGGT1BP2	ENST00000398621
RP11-479O17.12	ENST00000453174
BMS1P21	ENST00000634565
MBL1P	ENST00000497731
SFTPD	ENST00000372292
SFTPD-AS1	ENST00000608229
ZNRF2P3	ENST00000424200
DPY19L2P5	ENST00000456300
RP11-369J21.11	ENST00000417217
C1DP3	ENST00000455013
C1DP2	ENST00000418167
C1DP4	ENST00000455429
TMEM254-AS1	ENST00000412298
RP11-369J21.13	ENST00000633717
TMEM254	ENST00000372281
RP11-369J21.12	ENST00000624025
RPL22P18	ENST00000417197
PLAC9	ENST00000372263
ANXA11	ENST00000422982
LINC00857	ENST00000660450
RPS12P2	ENST00000439728
RP11-40F6.1	ENST00000423182
EIF5AP4	ENST00000441206
RP11-36D19.9	ENST00000623657
MAT1A	ENST00000372213
ZNF519P1	ENST00000449011
RP11-36D19.8	ENST00000416657
DYDC1	ENST00000372202
DYDC2	ENST00000256039
PRXL2A	ENST00000606162
TSPAN14	ENST00000429989
RP11-137H2.4	ENST00000417559
SH2D4B	ENST00000646907
LINC02655	ENST00000436500
RPS7P9	ENST00000414704
RP11-20E23.1	ENST00000456245
FARSBP1	ENST00000435808
WARS2P1	ENST00000429678
RPA2P2	ENST00000419698
RP4-684F13.1	ENST00000666227
NRG3	ENST00000372141
RP11-202D18.3	ENST00000647581
RP11-202D18.2	ENST00000440589
NRG3-AS1	ENST00000502725
MARK2P15	ENST00000432204
LINC02650	ENST00000441776
RP11-344L13.3	ENST00000659573
RP11-344L13.1	ENST00000446320
RP11-219F10.1	ENST00000432108
HMGN2P8	ENST00000391458
RP11-338I21.1	ENST00000606511
GHITM	ENST00000372134
CERNA2	ENST00000647830
C10orf99	ENST00000372126
CDHR1	ENST00000623527
LRIT2	ENST00000372113
LRIT1	ENST00000372105
RGR	ENST00000652092
LINC00858	ENST00000661556
CCSER2	ENST00000372088
RPL12P29	ENST00000425565
TNPO1P1	ENST00000423641
CACYBPP1	ENST00000438592
RPS3AP5	ENST00000389400
RP11-181F12.3	ENST00000672936
LINC01519	ENST00000454178
RP11-181F12.2	ENST00000656796
LINC02647	ENST00000658106
RP11-475D12.2	ENST00000435367
LINC01520	ENST00000441457
RP11-113E21.2	ENST00000623972
RP11-113E21.3	ENST00000623542
GRID1-AS1	ENST00000630182
GRID1	ENST00000327946
RP11-93H12.4	ENST00000474115
RP11-93H12.3	ENST00000412054
RNA5SP322	ENST00000363617
RP11-396M20.3	ENST00000670831
RP11-396M20.2	ENST00000671245
WAPL	ENST00000298767
RP11-77P6.2	ENST00000428940
RPL7AP8	ENST00000481963
OPN4	ENST00000241891
LDB3	ENST00000361373
RP11-359E3.4	ENST00000608826
BMPR1A	ENST00000372037
RPAP2P1	ENST00000603626
MMRN2	ENST00000372027
RP11-411A19.5	ENST00000632192
SNCG	ENST00000372017
ADIRF-AS1	ENST00000418273
ADIRF	ENST00000372013
RP11-96C23.15	ENST00000609363
RP11-96C23.5	ENST00000433214
BMS1P3	ENST00000372011
RP11-96C23.13	ENST00000444431
RP11-96C23.14	ENST00000444180
AGAP11	ENST00000437689
RP11-96C23.10	ENST00000451760
FAM25A	ENST00000343959
RP11-96C23.12	ENST00000605222
GLUD1	ENST00000277865
SHLD2	ENST00000298786
RP11-96C23.9	ENST00000454709
NUTM2A-AS1	ENST00000659257
RP11-322M19.5	ENST00000665147
RP11-322M19.4	ENST00000643709
NUTM2A	ENST00000381707
LINC00863	ENST00000668804
NUTM2D	ENST00000381697
NPAP1P3	ENST00000432327
CTSLP1	ENST00000457530
FAM245A	ENST00000656643
RP11-399L7.3	ENST00000417713
RP11-399L7.4	ENST00000662700
MINPP1	ENST00000371996
RP11-57C13.4	ENST00000446794
RP11-57C13.6	ENST00000438082
RP11-57C13.3	ENST00000354527
RPS26P38	ENST00000414476
PAPSS2	ENST00000456849
ATAD1	ENST00000680024
CFL1P1	ENST00000432948
KLLN	ENST00000445946
PTEN	ENST00000371953
RP11-380G5.2	ENST00000416679
RPL11P3	ENST00000395256
MED6P1	ENST00000439659
RP11-129G17.2	ENST00000610667
RNLS	ENST00000331772
LIPJ	ENST00000371939
RPL7P34	ENST00000433316
LIPF	ENST00000238983
NAPGP1	ENST00000603818
LIPK	ENST00000404190
KRT8P38	ENST00000441370
LIPN	ENST00000404459
RCBTB2P1	ENST00000453021
LIPM	ENST00000404743
ANKRD22	ENST00000371930
PTCD2P2	ENST00000415579
STAMBPL1	ENST00000371926
ACTA2-AS1	ENST00000437930
ACTA2	ENST00000224784
FAS-AS1	ENST00000651408
FAS	ENST00000652046
RP11-399O19.9	ENST00000562983
RP11-341B24.3	ENST00000453728
CH25H	ENST00000371852
LIPA	ENST00000336233
RP11-149I23.3	ENST00000354541
IFIT2	ENST00000371826
IFIT3	ENST00000371818
IFIT6P	ENST00000418257
IFIT1B	ENST00000371809
IFIT1	ENST00000371804
IFIT5	ENST00000371795
SLC16A12	ENST00000371790
SLC16A12-AS1	ENST00000454270
PANK1	ENST00000307534
RP11-80H5.2	ENST00000660192
RP11-80H5.6	ENST00000428166
RP11-80H5.9	ENST00000661505
RP11-80H5.7	ENST00000455699
KIF20B	ENST00000371728
MTND5P42	ENST00000637720
LINC00865	ENST00000448963
MARK2P16	ENST00000605714
LINC01374	ENST00000664430
LINC01375	ENST00000428485
SNRPD2P1	ENST00000489253
RP11-7F3.1	ENST00000653640
LINC02653	ENST00000660339
RP11-94M14.2	ENST00000414903
RP11-94M14.3	ENST00000425365
RP11-30G13.1	ENST00000635467
HTR7	ENST00000336152
RPP30	ENST00000371703
ANKRD1	ENST00000371697
RP11-236B18.2	ENST00000412362
RP11-236B18.5	ENST00000607979
LINC00502	ENST00000423621
DDX18P6	ENST00000450119
NUDT9P1	ENST00000477230
RP11-56M3.2	ENST00000669365
PCGF5	ENST00000336126
HECTD2	ENST00000298068
RP11-108M11.3	ENST00000604630
RPS27P1	ENST00000450552
PPP1R3C	ENST00000238994
GAPDHP28	ENST00000455134
FAF2P1	ENST00000429974
TNKS2-AS1	ENST00000668345
TNKS2	ENST00000371627
SRP9P1	ENST00000445874
RP11-402D21.3	ENST00000611836
FGFBP3	ENST00000311575
RP11-402D21.2	ENST00000610263
BTAF1	ENST00000265990
CPEB3	ENST00000265997
SDHCP2	ENST00000398565
EIF4A1P8	ENST00000394444
NHP2P1	ENST00000335274
MARCHF5	ENST00000358935
MARK2P9	ENST00000430958
RP11-543N17.4	ENST00000656662
IDE	ENST00000265986
KIF11	ENST00000260731
RPL11P4	ENST00000332269
EIF2S2P3	ENST00000428356
HHEX	ENST00000282728
EXOC6	ENST00000260762
RP11-477L16.2	ENST00000447000
RP11-348J12.2	ENST00000444965
CYP26C1	ENST00000651965
RP11-348J12.6	ENST00000648258
RP11-348J12.5	ENST00000624651
CYP26A1	ENST00000224356
NIP7P1	ENST00000433227
XRCC6P1	ENST00000420392
RPL17P34	ENST00000394133
MYOF	ENST00000359263
CEP55	ENST00000371485
RNA5SP323	ENST00000391094
FFAR4	ENST00000371481
RBP4	ENST00000371464
PDE6C	ENST00000371447
FRA10AC1	ENST00000359204
LGI1	ENST00000371418
RP11-437J2.3	ENST00000630034
RP11-437J2.4	ENST00000627075
RAB11AP1	ENST00000442978
SLC35G1	ENST00000427197
PIPSL	ENST00000489875
PLCE1	ENST00000371380
PLCE1-AS2	ENST00000438899
RP11-162K11.4	ENST00000432707
HDAC1P1	ENST00000455482
RP11-391J2.3	ENST00000447227
PLCE1-AS1	ENST00000425267
RP11-76P2.4	ENST00000609123
NOC3L	ENST00000371361
TBC1D12	ENST00000225235
HELLS	ENST00000348459
RP11-119K6.6	ENST00000432120
CTBP2P2	ENST00000434549
CYP2C18	ENST00000285979
RP11-400G3.5	ENST00000464755
CYP2C19	ENST00000371321
MTND4P19	ENST00000446659
CYP2C58P	ENST00000436281
RPL7AP52	ENST00000458096
CYP2C9	ENST00000260682
MTND4P20	ENST00000424125
CYP2C59P	ENST00000457790
CYP2C60P	ENST00000566088
RP11-208C17.4	ENST00000442302
CYP2C8	ENST00000371270
RP11-310E22.6	ENST00000615543
PAWRP1	ENST00000451083
ACSM6	ENST00000341686
RP11-310E22.4	ENST00000451737
PDLIM1	ENST00000329399
SORBS1	ENST00000371247
RPS3AP36	ENST00000398190
ALDH18A1	ENST00000371224
TCTN3	ENST00000371217
ENTPD1-AS1	ENST00000669711
ENTPD1	ENST00000371205
RP11-429G19.3	ENST00000433113
RP11-248J23.7	ENST00000491114
CC2D2B	ENST00000646931
RPL21P90	ENST00000415692
CCNJ	ENST00000465148
RP11-44D15.7	ENST00000669444
ZNF518A	ENST00000624776
BLNK	ENST00000224337
NPM1P25	ENST00000429734
RP11-35J23.1	ENST00000454484
DNTT	ENST00000371174
OPALIN	ENST00000371172
TLL2	ENST00000357947
TM9SF3	ENST00000371142
NPM1P26	ENST00000426339
PIK3AP1	ENST00000339364
RNA5SP324	ENST00000365177
RPS2P36	ENST00000456516
RPL13AP5	ENST00000439189
LCOR	ENST00000421806
HMGN2P35	ENST00000412164
SLIT1	ENST00000266058
SLIT1-AS1	ENST00000669265
ARHGAP19-SLIT1	ENST00000479633
RP11-375N9.4	ENST00000656148
ARHGAP19	ENST00000358531
RP11-375N9.2	ENST00000456509
RPL12P27	ENST00000414870
FRAT1	ENST00000371021
FRAT2	ENST00000371019
RP11-452K12.4	ENST00000445808
RRP12	ENST00000370992
RPL34P20	ENST00000442771
RP11-452K12.7	ENST00000422848
PGAM1	ENST00000334828
EXOSC1	ENST00000370902
ZDHHC16	ENST00000393760
MMS19	ENST00000438925
UBTD1	ENST00000370664
ANKRD2	ENST00000370655
RP11-548K23.11	ENST00000370649
HOGA1	ENST00000370646
C10orf62	ENST00000370640
MORN4	ENST00000307450
PI4K2A	ENST00000370631
AVPI1	ENST00000370626
MARVELD1	ENST00000285605
ZFYVE27	ENST00000684270
SFRP5	ENST00000266066
LINC00866	ENST00000427379
GOLGA7B	ENST00000370602
CRTAC1	ENST00000370597
R3HCC1L	ENST00000298999
LOXL4	ENST00000260702
RP11-34A14.3	ENST00000433374
PYROXD2	ENST00000370575
HPS1	ENST00000361490
RP11-439D8.4	ENST00000660697
HPSE2	ENST00000370552
ARL5AP2	ENST00000444698
RPL7P36	ENST00000444633
CNNM1	ENST00000356713
GOT1	ENST00000370508
RP11-441O15.3	ENST00000669986
LINC01475	ENST00000548010
RP11-129J12.1	ENST00000452494
NKX2-3	ENST00000344586
SLC25A28	ENST00000370495
RP11-85A1.3	ENST00000566847
RP11-483F11.7	ENST00000452391
RP11-483F11.9	ENST00000649102
ENTPD7	ENST00000370489
EBAG9P1	ENST00000418955
COX15	ENST00000016171
CUTC	ENST00000370476
ABCC2	ENST00000647814
NANOGP6	ENST00000429190
DNMBP	ENST00000324109
DNMBP-AS1	ENST00000661385
CPN1	ENST00000370418
CYP2C23P	ENST00000636357
TPM4P1	ENST00000436100
SPCS2P2	ENST00000603270
ERLIN1	ENST00000421367
CHUK	ENST00000370397
RP11-316M21.7	ENST00000443919
RP11-316M21.6	ENST00000667469
CWF19L1	ENST00000354105
PHBP9	ENST00000453578
BLOC1S2	ENST00000370372
PKD2L1	ENST00000318222
RP11-34D15.2	ENST00000429420
SCD	ENST00000370355
OLMALINC	ENST00000641799
WNT8B	ENST00000343737
SEC31B	ENST00000370345
RP11-411B6.6	ENST00000557395
NDUFB8	ENST00000299166
HIF1AN	ENST00000299163
PAX2	ENST00000355243
RP11-179B2.2	ENST00000608554
SLF2	ENST00000238961
RP11-108L7.14	ENST00000609801
SEMA4G	ENST00000370250
MRPL43	ENST00000318325
RP11-108L7.4	ENST00000447344
TWNK	ENST00000311916
LZTS2	ENST00000370220
PDZD7	ENST00000619208
SFXN3	ENST00000393459
RP11-108L7.15	ENST00000609242
KAZALD1	ENST00000370200
TLX1NB	ENST00000445873
TLX1	ENST00000370196
LINC01514	ENST00000660354
SMARCE1P7	ENST00000605515
LBX1	ENST00000370193
LBX1-AS1	ENST00000434878
LINC02681	ENST00000422661
RP11-107I14.2	ENST00000442188
RP11-107I14.5	ENST00000450669
BTRC	ENST00000370187
POLL	ENST00000370162
DPCD	ENST00000370151
FBXW4	ENST00000331272
RP11-190J1.11	ENST00000663752
RP11-190J1.3	ENST00000670664
FGF8	ENST00000320185
NPM3	ENST00000370110
OGA	ENST00000361464
KCNIP2-AS1	ENST00000412353
KCNIP2	ENST00000356640
ARMH3	ENST00000370033
HPS6	ENST00000299238
RP11-302K17.3	ENST00000448532
RP11-302K17.4	ENST00000454105
LDB1	ENST00000673968
PPRC1	ENST00000278070
NOLC1	ENST00000605788
ELOVL3	ENST00000370005
PITX3	ENST00000370002
GBF1	ENST00000369983
NFKB2	ENST00000661543
PSD	ENST00000020673
FBXL15	ENST00000369956
CUEDC2	ENST00000369937
C10orf95	ENST00000625129
C10orf95-AS1	ENST00000594818
MFSD13A	ENST00000238936
ACTR1A	ENST00000369905
RP11-18I14.11	ENST00000608017
SUFU	ENST00000369902
RPL23AP58	ENST00000440453
RP11-47A8.5	ENST00000607967
TRIM8	ENST00000643721
ARL3	ENST00000260746
SFXN2	ENST00000369893
WBP1L	ENST00000448841
CYP17A1	ENST00000369887
PFN1P11	ENST00000445829
PTGES3P4	ENST00000426243
BORCS7	ENST00000339834
BORCS7-ASMT	ENST00000299353
AS3MT	ENST00000369880
RPL22P17	ENST00000438729
RP11-753C18.13	ENST00000652934
RP11-724N1.1	ENST00000610034
CNNM2	ENST00000369878
NT5C2	ENST00000404739
RPS15AP29	ENST00000445539
MARCKSL1P1	ENST00000412473
ST13P13	ENST00000417082
RPEL1	ENST00000441178
INA	ENST00000369849
PCGF6	ENST00000369847
TAF5	ENST00000369839
ATP5MK	ENST00000369815
PDCD11	ENST00000369797
CALHM2	ENST00000260743
RP11-225H22.7	ENST00000608063
RP11-225H22.4	ENST00000411906
CALHM1	ENST00000329905
CALHM3	ENST00000369783
NEURL1-AS1	ENST00000453753
NEURL1	ENST00000369780
RP11-416N2.3	ENST00000457120
RP11-416N2.5	ENST00000663302
SH3PXD2A	ENST00000369774
RP11-416N2.4	ENST00000609691
SH3PXD2A-AS1	ENST00000627886
RP11-541N10.3	ENST00000568017
STN1	ENST00000224950
SLK	ENST00000369755
COL17A1	ENST00000648076
SFR1	ENST00000369727
CFAP43	ENST00000357060
GSTO1	ENST00000369713
GSTO2	ENST00000338595
ITPRIP	ENST00000337478
RP11-127L20.5	ENST00000472915
RP11-127L20.7	ENST00000662565
ITPRIP-AS1	ENST00000434792
CFAP58-DT	ENST00000435434
CFAP58	ENST00000369704
LINC02620	ENST00000447860
RP11-127O4.2	ENST00000649412
SORCS3	ENST00000369701
SORCS3-AS1	ENST00000449805
PPIAP38	ENST00000450091
YWHAZP5	ENST00000419975
LINC02627	ENST00000447757
RP11-56I23.2	ENST00000660648
RP11-108E7.1	ENST00000655779
LINC02624	ENST00000449761
RPL23AP59	ENST00000399415
SORCS1	ENST00000263054
RP11-446H13.3	ENST00000662495
RNA5SP325	ENST00000363756
RNA5SP326	ENST00000363209
LINC01435	ENST00000630847
PTGES3P5	ENST00000455109
RP11-163F15.1	ENST00000366253
LINC02661	ENST00000653086
