UCSC	Symbol	Refseq	Ensembl
uc021xwy.1	LOC340107	NR_037896	ENST00000504339
uc003jgs.1	CDH9	NM_016279	ENST00000231021
uc003jgz.1	LSP1P3	NR_033961	ENST00000601986
uc003jhe.2	CDH6	NM_004932	ENST00000265071
uc003jhg.2	DROSHA	NM_013235	ENST00000511367
uc003jhj.4	C5orf22	NM_018356	ENST00000325366
uc003jhm.3	PDZD2	NM_178140	ENST00000438447
uc021xxb.1	MIR4279	NR_036241	ENST00000582091
uc003jhp.1	GOLPH3	NM_022130	ENST00000265070
uc003jhq.3	MTMR12	NM_001040446	ENST00000382142
uc003jhr.1	ZFR	NM_016107	ENST00000265069
uc003jhs.2	SUB1	NM_006713	ENST00000265073
uc003jhv.3	NPR3	NM_001204375	ENST00000265074
uc011coa.2	LOC340113	NR_033832	ENST00000505518
uc011coc.3	TARS	NM_001258438	ENST00000265112
uc003jia.1	ADAMTS12	NM_030955	ENST00000504830
uc003jic.2	RXFP3	NM_016568	ENST00000330120
uc003jid.3	SLC45A2	NM_016180	ENST00000296589
uc003jij.3	AMACR	NM_001167595	ENST00000335606
uc003jio.3	C1QTNF3	NM_181435	ENST00000382065
uc011coj.2	RAI14	NM_001145520	ENST00000428746
uc003jiu.3	TTC23L	NM_144725	ENST00000505624
uc003jix.3	RAD1	NM_002853	ENST00000382038
uc003jja.3	BRIX1	NM_018321	ENST00000336767
uc003jjc.3	DNAJC21	NM_001012339	ENST00000382021
uc003jjf.3	AGXT2	NM_031900	ENST00000231420
uc003jjm.3	PRLR	NM_000949	ENST00000382002
uc003jjo.3	SPEF2	NM_024867	ENST00000356031
uc003jjs.4	IL7R	NM_002185	ENST00000303115
uc003jju.1	CAPSL	NM_144647	ENST00000397367
uc003jjv.2	UGT3A1	NM_152404	ENST00000274278
uc003jjz.2	UGT3A2	NM_174914	ENST00000282507
uc003jkb.1	LMBRD2	NM_001007527	ENST00000296603
uc021xxm.1	MIR580	NR_030306	ENST00000385023
uc003jkc.2	SKP2	NM_005983	ENST00000274255
uc003jkf.4	NADKD1	NM_001085411	ENST00000397338
uc011cow.2	RANBP3L	NM_001161429	ENST00000296604
uc003jkj.4	SLC1A3	NM_004172	ENST00000265113
uc031sjc.1	LOC646719	NR_046262	n/a
uc003jkl.4	NIPBL	NM_133433	ENST00000282516
uc011cpa.1	C5orf42	NM_023073	ENST00000425232
uc003jku.1	NUP155	NM_153485	ENST00000231498
uc003jkv.3	WDR70	NM_018034	ENST00000265107
uc011cpg.2	GDNF	NM_001190468	ENST00000326524
uc031sjd.1	GDNF-AS1	NM_001278094	ENST00000510986
uc003jlc.2	EGFLAM	NM_001205301	ENST00000322350
uc031sje.1	EGFLAM-AS4	NR_046219	ENST00000512496
uc003jld.2	EGFLAM-AS2	NR_102749	ENST00000514377
uc003jli.2	LIFR	NM_002310	ENST00000263409
uc021xxp.1	MIR3650	NR_037423	ENST00000581972
uc003jln.2	OSMR	NM_003999	ENST00000274276
uc003jlp.2	RICTOR	NM_152756	ENST00000357387
uc011cpl.2	FYB	NM_001243093	ENST00000351578
uc003jlv.4	C9	NM_001737	ENST00000263408
uc003jlx.3	DAB2	NM_001343	ENST00000545653
uc003jlz.3	PTGER4	NM_000958	ENST00000302472
uc003jma.3	TTC33	NM_012382	ENST00000337702
uc003jmb.3	PRKAA1	NM_206907	ENST00000397128
uc021xxr.1	LOC100506548	NR_037665	n/a
uc003jme.1	RPL37	NM_000997	ENST00000274242
uc003jmf.1	SNORD72	NR_002583	ENST00000390994
uc003jmg.3	CARD6	NM_032587	ENST00000254691
uc003jmh.3	C7	NM_000587	ENST00000313164
uc003jmj.4	MROH2B	NM_173489	ENST00000399564
uc003jmk.3	C6	NM_000065	ENST00000337836
uc003jmm.1	PLCXD3	NM_001005473	ENST00000377801
uc003jmn.3	OXCT1	NM_000436	ENST00000196371
uc003jmo.3	C5orf51	NM_175921	ENST00000381647
uc003jmq.3	FBXO4	NM_012176	ENST00000281623
uc003jmt.3	GHR	NM_000163	ENST00000230882
uc003jmx.3	CCDC152	NM_001134848	ENST00000361970
uc011cpu.2	SEPP1	NM_005410	ENST00000514985
uc021xye.1	LOC648987	NR_034085	n/a
uc003jnf.3	ANXA2R	NM_001014279	n/a
uc003jni.2	LOC153684	NR_015447	ENST00000399543
uc021xyg.1	LOC100132356	NR_034127	n/a
uc010ivk.4	LOC100506639	NR_102752	ENST00000499046
uc003jnk.3	ZNF131	NM_003432	ENST00000306938
uc003jno.4	NIM1	NM_153361	ENST00000326035
uc003jnq.5	HMGCS1	NM_002130	ENST00000433297
uc003jnu.3	CCL28	NM_148672	ENST00000361115
uc003jny.3	C5orf28	NM_022483	ENST00000500337
uc003jnz.2	C5orf34	NM_198566	ENST00000306862
uc003job.3	PAIP1	NM_006451	ENST00000306846
uc031sjh.1	LOC100652772	NR_073113	ENST00000513560
uc003jof.3	NNT	NM_182977	ENST00000264663
uc003jog.1	FGF10	NM_004465	ENST00000264664
uc003joh.3	MRPS30	NM_016640	ENST00000507110
uc003jok.3	HCN1	NM_021072	ENST00000303230
uc003jom.3	EMB	NM_198449	ENST00000303221
uc003joo.3	PARP8	NM_024615	ENST00000281631
uc031sji.1	LOC642366	NR_046243	ENST00000559112
uc003jor.3	ISL1	NM_002202	ENST00000230658
uc003jos.3	PELO	NM_015946	ENST00000274311
uc003jou.3	ITGA1	NM_181501	ENST00000282588
uc003joy.3	ITGA2	NM_002203	ENST00000296585
uc003joz.3	MOCS2	NM_004531	ENST00000396954
uc011cqf.2	MOCS2	NM_176806	ENST00000450852
uc003jpb.2	LOC257396	NR_034107	ENST00000502171
uc003jpd.3	FST	NM_013409	ENST00000256759
uc003jpe.2	NDUFS4	NM_002495	ENST00000296684
uc003jpg.1	ARL15	NM_019087	ENST00000504924
uc021xyk.1	MIR581	NR_030307	ENST00000384895
uc003jph.2	HSPB3	NM_006308	ENST00000302005
uc003jpi.4	SNX18	NM_001102575	ENST00000381410
uc003jpk.3	ESM1	NM_007036	ENST00000381405
uc003jpl.1	GZMK	NM_002104	ENST00000231009
uc003jpm.3	GZMA	NM_006144	ENST00000274306
uc003jpo.2	CDC20B	NM_001170402	ENST00000334206
uc003jpq.2	GPX8	NM_001008397	ENST00000506123
uc011cqh.2	MIR449A	NR_029960	ENST00000362113
uc021xyn.1	MIR449B	NR_030387	ENST00000384995
uc021xyo.1	MIR449C	NR_031572	ENST00000516047
uc021xyp.1	MCIDAS	NM_001190787	ENST00000513468
uc003jpw.3	CCNO	NM_021147	ENST00000282572
uc003jpx.3	DHX29	NM_019030	ENST00000251636
uc003jpy.4	SKIV2L2	NM_015360	ENST00000230640
uc003jpz.4	PPAP2A	NM_176895	ENST00000264775
uc031sjj.1	MIR5687	NR_049869	ENST00000581367
uc003jqc.1	RNF138P1	NR_001575	ENST00000502765
uc003jqf.3	SLC38A9	NM_173514	ENST00000396865
uc003jqg.4	DDX4	NM_024415	ENST00000505374
uc003jql.3	IL31RA	NM_139017	ENST00000447346
uc003jqq.3	IL6ST	NM_002184	ENST00000381298
uc003jqs.3	FLJ31104	NR_102755	ENST00000500093
uc003jqu.3	ANKRD55	NM_024669	ENST00000341048
uc003jqw.4	MAP3K1	NM_005921	ENST00000399503
uc003jqx.3	SETD9	NM_153706	ENST00000285947
uc003jra.1	MIER3	NM_152622	ENST00000381213
uc003jrk.4	GPBP1	NM_001127236	ENST00000424459
uc003jrm.3	ACTBL2	NM_001017992	ENST00000423391
uc003jrn.3	PLK2	NM_006622	ENST00000274289
uc003jro.1	GAPT	NM_152687	ENST00000396776
uc003jrp.3	RAB3C	NM_138453	ENST00000282878
uc003jsa.2	PDE4D	NM_001104631	ENST00000340635
uc021xza.1	PART1	NR_028509	ENST00000504876
uc003jsh.3	DEPDC1B	NM_018369	ENST00000265036
uc010iwk.3	ELOVL7	NM_001104558	ENST00000508821
uc003jsm.3	ERCC8	NM_000082	ENST00000265038
uc003jsp.4	NDUFAF2	NM_174889	ENST00000296597
uc010iwm.1	SMIM15	NM_001048249	ENST00000339020
uc003jsr.3	ZSWIM6	NM_020928	ENST00000252744
uc003jst.1	C5orf64	NM_173667	ENST00000505642
uc003jsz.4	KIF2A	NM_001098511	ENST00000381103
uc003jta.3	DIMT1	NM_014473	ENST00000199320
uc011cqr.2	IPO11	NM_001134779	ENST00000325324
uc011cqs.1	LRRC70	NM_181506	ENST00000334994
uc011cqt.3	HTR1A	NM_000524	ENST00000323865
uc003jti.3	RNF180	NM_001113561	ENST00000389100
uc003jtj.4	RGS7BP	NM_001029875	ENST00000334025
uc021xzg.1	FAM159B	NM_001164442	ENST00000389074
uc003jtk.3	SREK1IP1	NM_173829	ENST00000513458
uc003jtn.1	CWC27	NM_005869	ENST00000381070
uc003jtp.3	ADAMTS6	NM_197941	ENST00000381055
uc003jtu.3	CENPK	NM_001267038	ENST00000514814
uc003jtv.5	PPWD1	NM_015342	ENST00000261308
uc003jty.3	TRIM23	NM_001656	ENST00000231524
uc010iwu.1	TRAPPC13	NR_003545	ENST00000510585
uc003jua.4	TRAPPC13	NM_001093755	ENST00000399438
uc003jud.3	SGTB	NM_019072	ENST00000381007
uc003juf.3	NLN	NM_020726	ENST00000380985
uc011cqx.2	ERBB2IP	NM_001253699	ENST00000284037
uc021xzj.1	LOC100303749	NR_028474	n/a
uc003jun.4	SREK1	NM_001077199	ENST00000334121
uc021xzk.1	MAST4	NM_001164664	ENST00000404260
uc003juy.2	CD180	NM_005582	ENST00000256447
uc003jva.3	PIK3R1	NM_181523	ENST00000521381
uc003jvh.3	SLC30A5	NM_022902	ENST00000396591
uc003jvm.3	CCNB1	NM_031966	ENST00000256442
uc003jvp.3	CENPH	NM_022909	ENST00000283006
uc003jvq.3	MRPS36	NM_033281	ENST00000256441
uc003jvs.4	CDK7	NM_001799	ENST00000256443
uc003jvv.1	CCDC125	NM_176816	ENST00000396496
uc003jwa.3	TAF9	NM_016283	ENST00000380822
uc003jwe.1	TAF9	NM_003187	ENST00000217893
uc003jwo.3	RAD17	NM_133339	ENST00000354868
uc003jwq.3	MARVELD2	NM_001038603	ENST00000325631
uc003jwu.3	OCLN	NM_002538	ENST00000355237
uc003jwz.4	GTF2H2C	NM_001098728	ENST00000510979
uc003jxe.2	LOC100272216	NR_027439	n/a
uc003jyb.3	SERF1A	NM_022978	ENST00000380750
uc003jyd.3	SMN2	NM_017411	ENST00000380741
uc003jyj.1	NAIP	NM_022892	ENST00000511830
uc021yab.1	GTF2H2B	NM_001515	ENST00000412385
uc021yac.1	SMA5	NR_034021	ENST00000508439
uc021yad.2	LOC441081	NR_073404	ENST00000506152
uc003kai.3	SERF1A	NM_022978	ENST00000354833
uc003kak.3	SMN2	NM_017411	ENST00000380707
uc003kar.1	NAIP	NM_004536	ENST00000517649
uc003kav.4	GTF2H2	NM_001515	ENST00000330280
uc011cru.1	LOC647859	NM_001205255	ENST00000445744
uc003kbm.3	PMCHL2	NR_003922	ENST00000415808
uc003kbp.1	BDP1	NM_018429	ENST00000358731
uc003kbs.4	MCCC2	NM_022132	ENST00000340941
uc003kbv.2	CARTPT	NM_004291	ENST00000296777
uc003kbw.4	MAP1B	NM_005909	ENST00000296755
uc021yak.1	MIR4803	NR_039967	ENST00000583015
uc003kbz.4	MRPS27	NM_015084	ENST00000261413
uc003kcb.3	PTCD2	NM_024754	ENST00000380639
uc003kce.1	ZNF366	NM_152625	ENST00000318442
uc003kci.4	TNPO1	NM_153188	ENST00000337273
uc021yal.1	MIR4804	NR_039968	ENST00000581683
uc003kcl.3	FCHO2	NM_138782	ENST00000430046
uc003kcm.2	TMEM171	NM_173490	ENST00000454765
uc010izc.3	TMEM174	NM_153217	ENST00000296776
uc003kcp.3	FOXD1	NM_004472	ENST00000328926
uc003kcr.1	BTF3	NM_001037637	ENST00000380591
uc003kcu.2	ANKRA2	NM_023039	ENST00000296785
uc003kcw.1	UTP15	NM_032175	ENST00000296792
uc010izf.3	ARHGEF28	NM_001080479	ENST00000545377
uc003kdc.5	ENC1	NM_003633	ENST00000302351
uc003kdf.4	HEXB	NM_000521	ENST00000261416
uc003kdh.1	GFM2	NM_032380	ENST00000296805
uc003kdk.2	NSA2	NM_014886	ENST00000296802
uc003kdm.4	FAM169A	NM_015566	ENST00000389156
uc003kdn.3	GCNT4	NM_016591	ENST00000322348
uc003kdo.2	ANKRD31	NM_001164443	ENST00000274361
uc003kdp.3	HMGCR	NM_000859	ENST00000287936
uc003kdt.3	COL4A3BP	NM_001130105	ENST00000380494
uc003kdw.3	POLK	NM_016218	ENST00000241436
uc031ski.1	ANKDD1B	NM_001276713	ENST00000601380
uc003keh.4	POC5	NM_001099271	ENST00000428202
uc003kei.1	SV2C	NM_014979	ENST00000502798
uc003kek.3	IQGAP2	NM_006633	ENST00000274364
uc003kem.4	F2RL2	NM_004101	ENST00000296641
uc021yaq.2	NCRUPAR	NR_028375	n/a
uc003ken.4	F2R	NM_001992	ENST00000319211
uc003keo.3	F2RL1	NM_005242	ENST00000296677
uc003keq.4	S100Z	NM_130772	ENST00000317593
uc003ker.3	CRHBP	NM_001882	ENST00000274368
uc003ket.3	AGGF1	NM_018046	ENST00000312916
uc003kev.1	ZBED3	NM_032367	ENST00000255198
uc003kew.1	SNORA47	NR_003014	ENST00000458862
uc003kfa.3	PDE8B	NM_003719	ENST00000264917
uc003kff.1	WDR41	NM_018268	ENST00000296679
uc003kfg.3	OTP	NM_032109	ENST00000306422
uc003kfh.1	TBCA	NM_004607	ENST00000380377
uc003kfj.4	AP3B1	NM_003664	ENST00000255194
uc003kfl.3	SCAMP1	NM_004866	ENST00000538629
uc003kfo.3	LHFPL2	NM_005779	ENST00000380345
uc003kfq.3	ARSB	NM_000046	ENST00000264914
uc003kfs.3	DMGDH	NM_013391	ENST00000255189
uc003kft.3	BHMT2	NM_017614	ENST00000255192
uc003kfu.4	BHMT	NM_001713	ENST00000274353
uc003kfx.4	JMY	NM_152405	ENST00000396137
uc003kfy.4	HOMER1	NM_004272	ENST00000334082
uc003kgb.2	PAPD4	NM_173797	ENST00000453514
uc003kgc.3	CMYA5	NM_153610	ENST00000446378
uc010jah.3	MTX3	NM_001010891	ENST00000512560
uc021yaw.1	THBS4	NM_003248	ENST00000350881
uc011ctj.2	SERINC5	NM_001174072	ENST00000512721
uc010jai.3	LOC644936	NR_004845	n/a
uc003kgn.3	SPZ1	NM_032567	ENST00000296739
uc010jaj.1	CRSP8P	NR_003665	ENST00000514280
uc003kgq.4	ZFYVE16	NM_014733	ENST00000338008
uc003kgv.2	FAM151B	NM_205548	ENST00000282226
uc003kgw.3	ANKRD34B	NM_001004441	ENST00000338682
uc003kgy.1	DHFR	NM_000791	ENST00000439211
uc021yay.1	MTRNR2L2	NM_001190470	ENST00000604882
uc003kgz.4	MSH3	NM_002439	ENST00000265081
uc003kha.2	RASGRF2	NM_006909	ENST00000265080
uc011cto.1	RNU5E-1	NR_002755	n/a
uc003khd.4	CKMT2	NM_001099735	ENST00000254035
uc003khf.2	LOC100131067	NR_034121	ENST00000501927
uc003khi.3	ZCCHC9	NM_001131036	ENST00000254037
uc003khl.4	ACOT12	NM_130767	ENST00000307624
uc003khp.4	SSBP2	NM_001256732	ENST00000320672
uc003khr.3	ATG10	NM_031482	ENST00000282185
uc003khu.3	RPS23	NM_001025	ENST00000296674
uc003khw.3	ATP6AP1L	NM_001017971	ENST00000380167
uc021yaz.1	MIR3977	NR_039773	n/a
uc003khx.4	TMEM167A	NM_174909	ENST00000502346
uc003khz.3	SCARNA18	NR_003139	ENST00000459004
uc003kib.3	XRCC4	NM_022406	ENST00000282268
uc003kii.3	VCAN	NM_004385	ENST00000265077
uc003kin.3	HAPLN1	NM_001884	ENST00000274341
uc003kio.1	EDIL3	NM_005711	ENST00000296591
uc003kiq.3	NBPF22P	NR_003719	ENST00000590707
uc003kir.3	COX7C	NM_001867	ENST00000247655
uc021yba.1	MIR3607	NR_037402	ENST00000362392
uc021ybb.1	MIR4280	NR_036243	ENST00000582178
uc003kiw.3	RASA1	NM_002890	ENST00000515800
uc003kjb.3	CCNH	NM_001239	ENST00000256897
uc003kjc.3	TMEM161B	NM_153354	ENST00000296595
uc003kjl.3	MEF2C	NM_001193347	ENST00000340208
uc021ybi.1	MIR3660	NR_037433	ENST00000584845
uc003kjo.3	CETN3	NM_004365	ENST00000283122
uc003kjp.3	MBLAC2	NM_203406	ENST00000316610
uc003kjq.3	POLR3G	NM_006467	ENST00000399107
uc003kjr.3	LYSMD3	NM_198273	ENST00000315948
uc003kju.3	GPR98	NM_032119	ENST00000405460
uc003kjz.2	ARRDC3	NM_020801	ENST00000265138
uc003kka.4	ARRDC3-AS1	NR_027435	n/a
uc003kkj.3	NR2F1	NM_005654	ENST00000327111
uc010jbd.3	FAM172A	NM_032042	ENST00000395965
uc003kkl.1	POU5F2	NM_153216	ENST00000510627
uc011cuk.2	KIAA0825	NM_001145678	ENST00000513200
uc003kkr.4	ANKRD32	NM_032290	ENST00000265140
uc003kkx.2	MCTP1	NM_024717	ENST00000515393
uc003kla.1	FAM81B	NM_152548	ENST00000283357
uc003klb.3	TTC37	NM_014639	ENST00000358746
uc003kld.3	ARSK	NM_198150	ENST00000380009
uc003kle.1	GPR150	NM_199243	ENST00000380007
uc003klg.3	RFESD	NM_001131066	ENST00000380005
uc003klj.1	SPATA9	NM_031952	ENST00000274432
uc003klm.3	RHOBTB3	NM_014899	ENST00000379982
uc021ybo.1	GLRX	NM_001243658	ENST00000379979
uc003klr.4	ELL2	NM_012081	ENST00000237853
uc021ybp.1	MIR583	NR_030309	ENST00000384846
uc003kls.2	PCSK1	NM_000439	ENST00000311106
uc003klx.3	CAST	NM_001042440	ENST00000395812
uc003kml.3	ERAP1	NM_016442	ENST00000296754
uc003kmt.3	ERAP2	NM_001130140	ENST00000437043
uc003kmw.1	LNPEP	NM_175920	ENST00000231368
uc003kmy.4	LIX1	NM_153234	ENST00000274382
uc003kmz.3	RIOK2	NM_018343	ENST00000283109
uc003knc.3	RGMB	NM_001012761	ENST00000308234
uc003kne.3	RGMB-AS1	NR_033932	ENST00000501938
uc003knf.3	CHD1	NM_001270	ENST00000284049
uc021ybw.1	LOC100289230	NR_036530	n/a
uc011cuw.1	LOC100133050	NR_027503	n/a
uc003knj.1	FAM174A	NM_198507	ENST00000312637
uc003knk.3	ST8SIA4	NM_005668	ENST00000231461
uc003knm.3	SLCO4C1	NM_180991	ENST00000310954
uc003knp.3	SLCO6A1	NM_173488	ENST00000506729
uc003knt.3	PAM	NM_000919	ENST00000438793
uc003koa.1	GIN1	NM_017676	ENST00000512248
uc003koe.4	PPIP5K2	NM_015216	ENST00000321521
uc003kog.1	C5orf30	NM_033211	ENST00000319933
uc003koi.3	NUDT12	NM_031438	ENST00000230792
uc003kok.3	RAB9BP1	NR_000039	ENST00000519581
uc003kol.3	EFNA5	NM_001962	ENST00000333274
uc011cvc.2	FBXL17	NM_001163315	ENST00000542267
uc031sko.1	HP07349	NR_046368	ENST00000606054
uc003kop.1	FER	NM_005246	ENST00000281092
uc003kos.4	PJA2	NM_014819	ENST00000361189
uc003kou.1	MAN2A1	NM_002372	ENST00000261483
uc021ycf.2	LOC100289673	NR_033175	ENST00000523446
uc011cvh.2	TMEM232	NM_001039763	ENST00000429839
uc003koz.3	SLC25A46	NM_138773	ENST00000355943
uc003kpb.2	TSLP	NM_033035	ENST00000379706
uc003kpd.3	WDR36	NM_139281	ENST00000506538
uc003kpf.3	CAMK4	NM_001744	ENST00000282356
uc003kph.1	STARD4	NM_139164	ENST00000296632
uc021ych.1	STARD4-AS1	NR_040093	ENST00000500779
uc011cvr.2	NREP	NM_001142475	ENST00000257435
uc031skr.1	NREP-AS1	NR_046678	ENST00000507222
uc003kpv.1	EPB41L4A	NM_022140	ENST00000261486
uc003kpq.2	EPB41L4A-AS1	NR_015370	ENST00000413221
uc003kpt.1	SNORA13	NR_002922	ENST00000458790
uc003kpx.2	FLJ11235	NR_027706	ENST00000600409
uc003kpy.4	APC	NM_000038	ENST00000257430
uc011cvu.2	SRP19	NM_001204199	ENST00000512790
uc003kqe.1	REEP5	NM_005669	ENST00000379638
uc003kqh.3	DCP2	NM_152624	ENST00000389063
uc003kql.4	MCC	NM_001085377	ENST00000302475
uc003kqm.2	TSSK1B	NM_032028	ENST00000390666
uc003kqn.3	YTHDC2	NM_022828	ENST00000161863
uc003kqo.3	KCNN2	NM_021614	ENST00000264773
uc003kqs.3	TRIM36	NM_018700	ENST00000282369
uc003kqw.4	PGGT1B	NM_005023	ENST00000419445
uc003kqz.2	CCDC112	NM_001040440	ENST00000379611
uc003krb.1	FEM1C	NM_020177	ENST00000274457
uc003kre.3	TMED7-TICAM2	NM_001164468	ENST00000408996
uc003krg.3	CDO1	NM_001801	ENST00000250535
uc003krh.3	ATG12	NM_004707	ENST00000274459
uc003krl.3	AP3S1	NM_001284	ENST00000316788
uc003kro.3	AQPEP	NM_173800	ENST00000357872
uc021yct.1	ARL14EPL	NM_001195581	ENST00000601302
uc003krt.1	COMMD10	NM_016144	ENST00000274458
uc010jck.3	SEMA6A	NM_020796	ENST00000343348
uc003kry.3	LOC728342	NR_046089	ENST00000514186
uc003ksa.3	DTWD2	NM_173666	ENST00000304058
uc021ycv.1	MIR1244-2	NR_036263	n/a
uc003ksd.2	DMXL1	NM_005509	ENST00000311085
uc003ksi.3	TNFAIP8	NM_014350	ENST00000504771
uc003ksj.3	HSD17B4	NM_000414	ENST00000256216
uc003ksn.3	FAM170A	NM_182761	ENST00000335286
uc003ksp.3	PRR16	NM_016644	ENST00000379551
uc003kss.3	FTMT	NM_177478	ENST00000321339
uc003kst.1	SRFBP1	NM_152546	ENST00000339397
uc003ksu.3	LOX	NM_002317	ENST00000231004
uc003ksv.3	ZNF474	NM_207317	ENST00000296600
uc021ycz.1	LOC100505841	NM_001195535	ENST00000509403
uc003ksw.1	SNCAIP	NM_005460	ENST00000261368
uc003ktb.1	MGC32805	NR_051996	ENST00000510972
uc003kte.4	SNX2	NM_003100	ENST00000379516
uc011cwo.2	SNX24	NM_014035	ENST00000261369
uc003kth.3	PPIC	NM_000943	ENST00000306442
uc003kti.3	PRDM6	NM_001136239	ENST00000407847
uc003ktk.3	CEP120	NM_153223	ENST00000328236
uc031skv.1	CSNK1G3	NM_001044723	ENST00000360683
uc003ktq.1	ZNF608	NM_020747	ENST00000306315
uc011cwt.2	GRAMD3	NM_001146319	ENST00000542322
uc003ktx.3	ALDH7A1	NM_001201377	ENST00000409134
uc003kua.2	PHAX	NM_032177	ENST00000297540
uc003kub.1	C5orf48	NM_207408	ENST00000357147
uc003kud.2	LMNB1	NM_005573	ENST00000460265
uc003kuf.4	MARCH3	NM_178450	ENST00000308660
uc021ydc.1	C5orf63	NM_001164478	ENST00000296662
uc003kui.4	MEGF10	NM_001256545	ENST00000503335
uc003kuk.3	PRRC1	NM_130809	ENST00000296666
uc003kum.4	CTXN3	NM_001127385	ENST00000395322
uc003kur.3	FLJ33630	NR_015360	ENST00000501702
uc003kus.3	SLC12A2	NM_001046	ENST00000262461
uc003kuu.3	FBN2	NM_001999	ENST00000262464
uc003kuy.3	SLC27A6	NM_014031	ENST00000395266
uc003kva.3	ISOC1	NM_016048	ENST00000173527
uc021ydf.1	MIR4633	NR_039776	ENST00000584064
uc021ydg.1	MIR4460	NR_039665	ENST00000577862
uc003kvb.1	ADAMTS19	NM_133638	ENST00000274487
uc031skx.1	KIAA1024L	NM_001257308	ENST00000564719
uc003kvd.3	CHSY3	NM_175856	ENST00000305031
uc003kve.4	HINT1	NM_005340	ENST00000304043
uc003kvg.1	LYRM7	NM_181705	ENST00000379380
uc003kvj.3	CDC42SE2	NM_001038702	ENST00000395246
uc010jdi.2	RAPGEF6	NM_001164386	ENST00000509018
uc031skz.1	LOC728637	NM_001278059	ENST00000413683
uc003kvy.2	ACSL6	NM_001009185	ENST00000379264
uc003kwe.1	IL3	NM_000588	ENST00000296870
uc003kwf.4	CSF2	NM_000758	ENST00000296871
uc003kwl.3	P4HA2	NM_001142599	ENST00000166534
uc003kwn.3	PDLIM4	NM_003687	ENST00000253754
uc003kwq.3	SLC22A4	NM_003059	ENST00000200652
uc021ydj.1	LOC553103	NR_037898	ENST00000417795
uc021ydk.1	MIR3936	NR_037500	ENST00000584304
uc003kww.4	SLC22A5	NM_003060	ENST00000245407
uc003kxa.2	IRF1	NM_002198	ENST00000245414
uc003kxe.1	IL5	NM_000879	ENST00000231454
uc003kxi.3	RAD50	NM_005732	ENST00000378823
uc003kxj.1	IL13	NM_002188	ENST00000304506
uc003kxk.2	IL4	NM_000589	ENST00000231449
uc003kxo.3	KIF3A	NM_007054	ENST00000378746
uc003kxq.1	CCNI2	NM_001039780	ENST00000378731
uc003kxr.2	SEPT8	NM_001098811	ENST00000378719
uc003kxw.3	SOWAHA	NM_175873	ENST00000378693
uc003kxy.2	SHROOM1	NM_133456	ENST00000378679
uc003kxz.1	GDF9	NM_005260	ENST00000296875
uc003kya.1	UQCRQ	NM_014402	ENST00000378670
uc003kyc.3	LEAP2	NM_052971	ENST00000296877
uc003kyd.3	AFF4	NM_014423	ENST00000265343
uc003kyg.3	ZCCHC10	NM_017665	ENST00000324170
uc003kyj.3	HSPA4	NM_002154	ENST00000304858
uc003kyn.1	FSTL4	NM_015082	ENST00000265342
uc021ydn.1	MIR1289-2	NR_031621	ENST00000408360
uc003kyo.3	C5orf15	NM_020199	ENST00000231512
uc003kyr.2	VDAC1	NM_003374	ENST00000265333
uc003kyt.3	TCF7	NM_003202	ENST00000395029
uc003kzc.4	SKP1	NM_170679	ENST00000353411
uc003kzf.4	CDKL3	NM_001113575	ENST00000265334
uc021ydo.1	MIR3661	NR_037434	ENST00000577394
uc003kzh.3	UBE2B	NM_003337	ENST00000265339
uc011cxs.2	CDKN2AIPNL	NM_080656	ENST00000458198
uc003kzo.1	PHF15	NM_015288	ENST00000395003
uc003kzr.3	SAR1B	NM_016103	ENST00000402673
uc003kzs.3	SEC24A	NM_021982	ENST00000398844
uc003kzt.3	CAMLG	NM_001745	ENST00000297156
uc003kzw.3	DDX46	NM_014829	ENST00000452510
uc003kzz.3	C5orf24	NM_001135586	ENST00000394976
uc003lac.1	TXNDC15	NM_024715	ENST00000358387
uc010jdz.3	PCBD2	NM_032151	ENST00000254908
uc021ydt.1	MIR4461	NR_039666	ENST00000580862
uc003lag.3	CATSPER3	NM_178019	ENST00000282611
uc010jea.3	PITX1	NM_002653	ENST00000265340
uc003laj.2	LOC100996485	NM_001277348	ENST00000432382
uc003lak.3	LOC340073	NR_037895	ENST00000505663
uc003lam.1	H2AFY	NM_138610	ENST00000511689
uc003lav.3	C5orf20	NM_130848	ENST00000503143
uc003law.4	TIFAB	NM_001099221	ENST00000537858
uc003lax.3	NEUROG1	NM_006161	ENST00000314744
uc003lay.3	CXCL14	NM_004887	ENST00000337225
uc011cya.2	LOC340074	NR_027127	ENST00000508452
uc003lba.3	SLC25A48	NM_145282	ENST00000412661
uc003lbb.1	IL9	NM_000590	ENST00000274520
uc031sld.1	FBXL21	NM_012159	ENST00000297158
uc003lbe.1	LECT2	NM_002302	ENST00000274507
uc003lbf.4	TGFBI	NM_000358	ENST00000442011
uc021ydy.1	VTRNA2-1	NR_030583	ENST00000365160
uc003lbi.4	SMAD5-AS1	NR_026763	ENST00000297163
uc003lbl.1	SMAD5	NM_001001420	ENST00000545620
uc003lbm.4	LOC389332	NR_024418	ENST00000607574
uc003lbn.2	TRPC7	NM_020389	ENST00000513104
uc003lbp.3	SPOCK1	NM_004598	ENST00000394945
uc010jek.3	KLHL3	NM_017415	ENST00000309755
uc021ydz.1	MIR874	NR_030588	ENST00000401190
uc003lbv.3	MYOT	NM_006790	ENST00000239926
