Gene Symbol	Transcript	Source	Matches Old Trx 
IL4R	NM_000418	MANE	N
IL5	NM_000879	MANE	Y
IL5RA	NM_175726	MANE	Y
IL6	NM_000600	MANE	Y
IL6-AS1	NR_131935	LongestTrx	N
IL6R	NM_000565	MANE	Y
IL6R-AS1	NR_147855	LongestTrx	N
IL6ST	NM_002184	MANE	Y
IL7	NM_000880	MANE	Y
IL7R	NM_002185	MANE	Y
IL9	NM_000590	MANE	Y
IL9R	NM_002186	UniProt	Y
ILDR1	NM_001199799	MANE	Y
ILDR2	NM_199351	MANE	Y
ILF2	NM_004515	MANE	Y
ILF3	NM_004516	UniProt	N
ILF3-DT	NR_024333	LongestTrx	Y
ILK	NM_004517	MANE	Y
ILKAP	NM_030768	MANE	Y
ILRUN	NM_024294	MANE	Y
ILRUN-AS1	NR_134625	LongestTrx	N
ILVBL	NM_006844	MANE	Y
IMMP1L	NM_001304274	MANE	N
IMMP2L	NM_032549	MANE	N
IMMT	NM_006839	MANE	Y
IMP3	NM_018285	MANE	Y
IMP4	NM_033416	MANE	Y
IMPA1	NM_005536	MANE	N
IMPA1P1	NR_146081	LongestTrx	N
IMPA2	NM_014214	MANE	Y
IMPACT	NM_018439	MANE	Y
IMPDH1	NM_000883	MANE	Y
IMPDH2	NM_000884	MANE	Y
IMPG1	NM_001563	MANE	Y
IMPG2	NM_016247	MANE	Y
INA	NM_032727	MANE	Y
INAFM1	NM_178511	MANE	Y
INAFM2	NM_001301268	MANE	N
INAVA	NM_001142569	MANE	N
INCA1	NM_213726	UniProt	N
INCENP	NM_001040694	MANE	Y
INE1	NR_024616	LongestTrx	Y
INE2	NR_002725	LongestTrx	Y
INF2	NM_022489	MANE	Y
ING1	NM_198219	MANE	N
ING2	NM_001564	MANE	Y
ING3	NM_019071	MANE	Y
ING4	NM_016162	MANE	N
ING5	NM_032329	MANE	Y
INGX	NR_002226	LongestTrx	Y
INHA	NM_002191	MANE	Y
INHBA	NM_002192	MANE	Y
INHBA-AS1	NR_027118	LongestTrx	Y
INHBB	NM_002193	MANE	Y
INHBC	NM_005538	MANE	Y
INHBE	NM_031479	MANE	Y
INIP	NM_021218	MANE	Y
INKA1	NM_203370	MANE	Y
INKA2	NM_019099	MANE	Y
INKA2-AS1	NR_038951	LongestTrx	Y
INMT	NM_006774	MANE	Y
INMT-MINDY4	NR_037598	LongestTrx	N
INO80	NM_017553	MANE	Y
INO80B	NM_031288	MANE	Y
INO80B-WBP1	NR_037849	LongestTrx	N
INO80C	NM_194281	MANE	N
INO80D	NM_017759	MANE	Y
INO80E	NM_173618	MANE	Y
INPP1	NM_001128928	MANE	N
INPP4A	NM_001134225	MANE	N
INPP4B	NM_003866	UniProt	N
INPP5A	NM_005539	MANE	Y
INPP5B	NM_005540	MANE	Y
INPP5D	NM_001017915	MANE	N
INPP5E	NM_019892	MANE	Y
INPP5F	NM_014937	MANE	Y
INPP5J	NM_001284285	MANE	N
INPP5K	NM_016532	MANE	Y
INPPL1	NM_001567	MANE	Y
INS	NM_000207	MANE	N
INSC	NM_001042536	MANE	N
INSIG1	NM_005542	MANE	Y
INSIG2	NM_016133	MANE	Y
INS-IGF2	NM_001042376	UniProt	Y
INSL3	NM_005543	MANE	N
INSL4	NM_002195	MANE	Y
INSL5	NM_005478	MANE	Y
INSL6	NM_007179	MANE	Y
INSM1	NM_002196	MANE	Y
INSM2	NM_032594	MANE	Y
INSR	NM_000208	MANE	Y
INSRR	NM_014215	MANE	Y
INSYN1	NM_001039614	UniProt	Y
INSYN1-AS1	NR_120353	LongestTrx	N
INSYN2A	NM_001039762	MANE	Y
INSYN2B	NM_001129891	MANE	Y
INTS1	NM_001080453	MANE	Y
INTS10	NM_018142	MANE	Y
INTS11	NM_017871	MANE	Y
INTS12	NM_020395	MANE	N
INTS13	NM_018164	MANE	Y
INTS14	NM_001136043	UniProt	N
INTS2	NM_001351695	MANE	N
INTS3	NM_023015	MANE	Y
INTS4	NM_033547	MANE	Y
INTS4P1	NR_146905	LongestTrx	N
INTS4P2	NR_027392	LongestTrx	Y
INTS5	NM_030628	MANE	Y
INTS6	NM_012141	MANE	Y
INTS6-AS1	NR_103812	LongestTrx	N
INTS6L	NM_001351601	MANE	N
INTS6L-AS1	NR_046740	LongestTrx	N
INTS7	NM_015434	MANE	Y
INTS8	NM_017864	MANE	Y
INTS9	NM_018250	MANE	N
INTU	NM_015693	MANE	Y
INVS	NM_014425	MANE	Y
IP6K1	NM_153273	MANE	Y
IP6K2	NM_016291	MANE	N
IP6K3	NM_054111	MANE	Y
IPCEF1	NM_015553	UniProt	N
IPMK	NM_152230	MANE	Y
IPO11	NM_016338	MANE	N
IPO11-LRRC70	NR_073584	LongestTrx	N
IPO13	NM_014652	MANE	Y
IPO4	NM_024658	MANE	Y
IPO5	NM_002271	MANE	Y
IPO5P1	NR_103741	LongestTrx	N
IPO7	NM_006391	MANE	Y
IPO8	NM_006390	MANE	Y
IPO9	NM_018085	MANE	Y
IPO9-AS1	NR_046696	LongestTrx	N
IPP	NM_005897	MANE	Y
IPPK	NM_022755	MANE	Y
IPW	NR_023915	LongestTrx	Y
IQANK1	NM_001381874	MANE	N
IQCA1	NM_024726	MANE	N
IQCA1L	NM_001304419	MANE	N
IQCB1	NM_001023570	MANE	Y
IQCC	NM_018134	MANE	Y
IQCD	NM_001330452	MANE	N
IQCE	NM_152558	MANE	Y
IQCF1	NM_152397	MANE	Y
IQCF2	NM_203424	MANE	Y
IQCF3	NM_001085479	UniProt	N
IQCF4P	NR_038214	LongestTrx	N
IQCF5	NM_001145059	MANE	Y
IQCF5-AS1	NR_109984	LongestTrx	N
IQCF6	NM_001368369	MANE	N
IQCG	NM_032263	MANE	N
IQCH	NM_001031715	MANE	Y
IQCH-AS1	NR_040054	LongestTrx	N
IQCJ	NM_001042706	MANE	N
IQCJ-SCHIP1	NM_001197113	UniProt	Y
IQCJ-SCHIP1-AS1	NR_121669	LongestTrx	N
IQCK	NM_153208	UniProt	Y
IQCM	NM_001363507	MANE	N
IQCN	NM_001145304	MANE	Y
IQGAP1	NM_003870	MANE	Y
IQGAP2	NM_006633	MANE	Y
IQGAP3	NM_178229	MANE	Y
IQSEC1	NM_001134382	MANE	Y
IQSEC2	NM_001111125	MANE	Y
IQSEC3	NM_001170738	MANE	Y
IQUB	NM_178827	MANE	Y
IRAG1	NM_130385	MANE	N
IRAG1-AS1	NR_046375	LongestTrx	N
IRAG2	NM_006152	UniProt	N
IRAIN	NR_126453	LongestTrx	N
IRAK1	NM_001569	MANE	Y
IRAK1BP1	NM_001010844	MANE	Y
IRAK2	NM_001570	MANE	Y
IRAK3	NM_007199	MANE	Y
IRAK4	NM_016123	MANE	Y
IREB2	NM_004136	MANE	Y
IRF1	NM_002198	MANE	Y
IRF1-AS1	NR_161242	LongestTrx	N
IRF2	NM_002199	MANE	Y
IRF2BP1	NM_015649	MANE	Y
IRF2BP2	NM_182972	MANE	Y
IRF2BPL	NM_024496	MANE	Y
IRF3	NM_001571	MANE	N
IRF4	NM_002460	MANE	Y
IRF5	NM_001098629	MANE	Y
IRF6	NM_006147	MANE	Y
IRF7	NM_001572	MANE	Y
IRF8	NM_002163	MANE	Y
IRF9	NM_006084	MANE	Y
IRGC	NM_019612	MANE	Y
IRGM	NM_001145805	UniProt	Y
IRGQ	NM_001007561	MANE	Y
IRS1	NM_005544	MANE	Y
IRS2	NM_003749	MANE	Y
IRS4	NM_001379150	MANE	N
IRX1	NM_024337	MANE	Y
IRX2	NM_033267	MANE	Y
IRX3	NM_024336	MANE	Y
IRX4	NM_016358	MANE	Y
IRX5	NM_005853	MANE	Y
IRX6	NM_024335	MANE	Y
ISCA1	NM_030940	MANE	Y
ISCA2	NM_194279	MANE	Y
ISCU	NM_213595	MANE	Y
ISG15	NM_005101	MANE	Y
ISG20	NM_002201	MANE	Y
ISG20L2	NM_001370150	MANE	N
ISL1	NM_002202	MANE	Y
ISL1-DT	NR_046243	LongestTrx	Y
ISL2	NM_145805	MANE	Y
ISLR	NM_005545	MANE	N
ISLR2	NM_020851	MANE	Y
ISM1	NM_080826	MANE	Y
ISM1-AS1	NR_040043	LongestTrx	Y
ISM2	NM_199296	MANE	Y
ISOC1	NM_016048	MANE	Y
ISOC2	NM_001136201	MANE	N
IST1	NM_001270975	MANE	Y
ISX	NM_001303508	MANE	N
ISY1	NM_020701	MANE	N
ISY1-RAB43	NM_001204890	LongestTrx	Y
ISYNA1	NM_016368	MANE	Y
ITCH	NM_031483	MANE	N
ITFG1	NM_030790	MANE	Y
ITFG1-AS1	NR_110904	LongestTrx	N
ITFG2	NM_018463	MANE	Y
ITFG2-AS1	NR_146318	LongestTrx	N
ITGA1	NM_181501	MANE	Y
ITGA10	NM_003637	MANE	Y
ITGA11	NM_001004439	MANE	Y
ITGA2	NM_002203	MANE	Y
ITGA2B	NM_000419	MANE	Y
ITGA3	NM_002204	MANE	N
ITGA4	NM_000885	MANE	Y
ITGA5	NM_002205	MANE	Y
ITGA6	NM_001079818	MANE	Y
ITGA6-AS1	NR_157573	LongestTrx	N
ITGA7	NM_002206	MANE	N
ITGA8	NM_003638	MANE	Y
ITGA9	NM_002207	MANE	Y
ITGA9-AS1	NR_110532	LongestTrx	N
ITGAD	NM_005353	MANE	Y
ITGAE	NM_002208	MANE	Y
ITGAL	NM_002209	MANE	Y
ITGAM	NM_000632	MANE	N
ITGAV	NM_002210	MANE	Y
ITGAX	NM_000887	MANE	Y
ITGB1	NM_002211	MANE	Y
ITGB1BP1	NM_004763	MANE	Y
ITGB1BP2	NM_012278	MANE	Y
ITGB2	NM_000211	MANE	Y
ITGB2-AS1	NR_038311	LongestTrx	Y
ITGB3	NM_000212	MANE	Y
ITGB3BP	NM_014288	MANE	N
ITGB4	NM_000213	MANE	Y
ITGB5	NM_002213	MANE	Y
ITGB6	NM_000888	MANE	Y
ITGB7	NM_000889	MANE	Y
ITGB8	NM_002214	MANE	Y
ITGB8-AS1	NR_110119	LongestTrx	N
ITGBL1	NM_004791	MANE	Y
ITIH1	NM_002215	MANE	Y
ITIH2	NM_002216	MANE	Y
ITIH3	NM_002217	UniProt	Y
ITIH4	NM_002218	MANE	Y
ITIH4-AS1	NR_046615	LongestTrx	N
ITIH5	NM_030569	MANE	Y
ITIH6	NM_198510	MANE	Y
ITK	NM_005546	MANE	Y
ITLN1	NM_017625	MANE	Y
ITLN2	NM_080878	MANE	Y
ITM2A	NM_004867	MANE	Y
ITM2B	NM_021999	MANE	Y
ITM2C	NM_030926	MANE	Y
ITPA	NM_033453	MANE	Y
ITPK1	NM_014216	MANE	N
ITPK1-AS1	NR_002808	LongestTrx	Y
ITPKA	NM_002220	MANE	Y
ITPKB	NM_002221	MANE	Y
ITPKB-IT1	NR_103784	LongestTrx	N
ITPKC	NM_025194	MANE	Y
ITPR1	NM_001378452	MANE	N
ITPR1-DT	NR_108075	LongestTrx	N
ITPR2	NM_002223	MANE	Y
ITPR3	NM_002224	MANE	Y
ITPRID1	NM_001257967	MANE	Y
ITPRID2	NM_001130445	MANE	N
ITPRIP	NM_001272013	MANE	N
ITPRIP-AS1	NR_120622	LongestTrx	N
ITPRIPL1	NM_001008949	MANE	N
ITPRIPL2	NM_001034841	MANE	Y
ITSN1	NM_003024	MANE	Y
ITSN2	NM_006277	MANE	Y
IVD	NM_002225	MANE	Y
IVL	NM_005547	MANE	Y
IVNS1ABP	NM_006469	MANE	Y
IWS1	NM_017969	MANE	Y
IYD	NM_203395	MANE	N
IZUMO1	NM_182575	MANE	Y
IZUMO1R	NM_001199206	UniProt	Y
IZUMO2	NM_152358	UniProt	Y
IZUMO3	NM_001365008	MANE	N
IZUMO4	NM_001039846	MANE	Y
JADE1	NM_199320	MANE	Y
JADE2	NM_001388185	MANE	N
JADE3	NM_014735	MANE	N
JAG1	NM_000214	MANE	Y
JAG2	NM_002226	MANE	Y
JAGN1	NM_032492	MANE	Y
JAK1	NM_002227	MANE	Y
JAK2	NM_004972	MANE	Y
JAK3	NM_000215	MANE	Y
JAKMIP1	NM_001099433	MANE	Y
JAKMIP2	NM_001270941	MANE	Y
JAKMIP2-AS1	NR_038902	LongestTrx	Y
JAKMIP3	NM_001105521	UniProt	Y
JAM2	NM_021219	MANE	N
JAM3	NM_032801	MANE	Y
JAML	NM_001098526	MANE	Y
JARID2	NM_004973	MANE	Y
JARID2-AS1	NR_120502	LongestTrx	N
JAZF1	NM_175061	MANE	Y
JAZF1-AS1	NR_034097	LongestTrx	Y
JCAD	NM_020848	MANE	Y
JCHAIN	NM_144646	MANE	Y
JDP2	NM_001135048	MANE	N
JHY	NM_024806	MANE	Y
JKAMP	NM_016475	MANE	Y
JMJD1C	NM_032776	MANE	Y
JMJD1C-AS1	NR_027182	LongestTrx	Y
JMJD4	NM_023007	MANE	Y
JMJD6	NM_015167	MANE	N
JMJD7	NM_001114632	MANE	N
JMJD7-PLA2G4B	NM_005090	UniProt	Y
JMJD8	NM_001005920	MANE	Y
JMY	NM_152405	MANE	Y
JOSD1	NM_001360236	MANE	N
JOSD2	NM_001270639	MANE	N
JPH1	NM_020647	MANE	Y
JPH2	NM_020433	MANE	Y
JPH3	NM_020655	MANE	Y
JPH4	NM_001146028	MANE	Y
JPT1	NM_016185	MANE	N
JPT2	NM_144570	MANE	Y
JPX	NR_024582	LongestTrx	Y
JRK	NM_003724	MANE	N
JRKL	NM_001261833	MANE	Y
JRKL-AS1	NR_047481	LongestTrx	Y
JSRP1	NM_144616	MANE	Y
JTB	NM_006694	MANE	Y
JUN	NM_002228	MANE	Y
JUNB	NM_002229	MANE	Y
JUND	NM_005354	MANE	Y
JUP	NM_002230	MANE	Y
KAAG1	NM_181337	MANE	Y
KALRN	NM_001388419	MANE	N
KANK1	NM_015158	MANE	Y
KANK2	NM_001136191	MANE	N
KANK3	NM_198471	MANE	Y
KANK4	NM_181712	MANE	Y
KANSL1	NM_015443	MANE	Y
KANSL1-AS1	NR_034172	LongestTrx	Y
KANSL1L	NM_152519	MANE	Y
KANSL1L-AS1	NR_110291	LongestTrx	N
KANSL2	NM_017822	MANE	Y
KANSL3	NM_001115016	MANE	Y
KANTR	NR_145973	LongestTrx	N
KARS1	NM_005548	MANE	N
KASH5	NM_144688	MANE	Y
KAT14	NM_020536	UniProt	Y
KAT2A	NM_021078	MANE	Y
KAT2B	NM_003884	MANE	Y
KAT5	NM_182710	MANE	Y
KAT6A	NM_006766	MANE	Y
KAT6B	NM_012330	MANE	Y
KAT7	NM_007067	MANE	Y
KAT8	NM_032188	MANE	N
KATNA1	NM_007044	MANE	Y
KATNAL1	NM_032116	MANE	N
KATNAL2	NM_001387690	MANE	N
KATNB1	NM_005886	MANE	Y
KATNBL1	NM_024713	MANE	Y
KATNBL1P6	NR_003954	LongestTrx	Y
KATNIP	NM_015202	UniProt	Y
KAZALD1	NM_030929	MANE	Y
KAZN	NM_201628	MANE	Y
KAZN-AS1	NR_149058	LongestTrx	N
KBTBD11	NM_014867	MANE	Y
KBTBD11-OT1	NR_126346	LongestTrx	Y
KBTBD12	NM_207335	MANE	Y
KBTBD13	NM_001101362	MANE	Y
KBTBD2	NM_015483	MANE	Y
KBTBD3	NM_198439	MANE	N
KBTBD4	NM_018095	MANE	Y
KBTBD6	NM_152903	MANE	Y
KBTBD7	NM_032138	MANE	Y
KBTBD8	NM_032505	MANE	Y
KC6	NR_002838	LongestTrx	Y
KCCAT198	NR_131986	LongestTrx	N
KCMF1	NM_020122	MANE	Y
KCNA1	NM_000217	MANE	Y
KCNA10	NM_005549	MANE	Y
KCNA2	NM_004974	MANE	Y
KCNA3	NM_002232	MANE	Y
KCNA4	NM_002233	MANE	Y
KCNA5	NM_002234	MANE	Y
KCNA6	NM_002235	UniProt	Y
KCNA7	NM_031886	MANE	Y
KCNAB1	NM_172160	MANE	Y
KCNAB1-AS1	NR_046618	LongestTrx	Y
KCNAB1-AS2	NR_046617	LongestTrx	Y
KCNAB2	NM_003636	UniProt	N
KCNAB3	NM_004732	MANE	Y
KCNB1	NM_004975	MANE	Y
KCNB2	NM_004770	MANE	Y
KCNC1	NM_001112741	MANE	Y
KCNC2	NM_139137	MANE	Y
KCNC3	NM_004977	MANE	Y
KCNC4	NM_001039574	MANE	N
KCND1	NM_004979	MANE	Y
KCND2	NM_012281	MANE	Y
KCND3	NM_001378969	MANE	N
KCND3-AS1	NR_046619	LongestTrx	N
KCND3-IT1	NR_046783	LongestTrx	N
KCNE1	NM_000219	MANE	N
KCNE1B	NM_001369869	MANE	N
KCNE2	NM_172201	MANE	Y
KCNE3	NM_005472	MANE	Y
KCNE4	NM_080671	UniProt	Y
KCNE5	NM_012282	MANE	Y
KCNF1	NM_002236	MANE	Y
KCNG1	NM_002237	MANE	Y
KCNG2	NM_012283	UniProt	Y
KCNG3	NM_133329	MANE	Y
KCNG4	NM_172347	MANE	Y
KCNH1	NM_172362	MANE	Y
KCNH1-IT1	NR_046784	LongestTrx	N
KCNH2	NM_000238	MANE	Y
KCNH3	NM_012284	MANE	Y
KCNH4	NM_012285	MANE	Y
KCNH5	NM_139318	MANE	Y
KCNH6	NM_001278919	MANE	N
KCNH7	NM_033272	MANE	Y
KCNH7-AS1	NR_110258	LongestTrx	N
KCNH8	NM_144633	MANE	Y
KCNIP1	NM_014592	MANE	N
KCNIP1-AS1	NR_136214	LongestTrx	N
KCNIP1-OT1	NR_109899	LongestTrx	N
KCNIP2	NM_173191	MANE	N
KCNIP2-AS1	NR_045118	LongestTrx	Y
KCNIP3	NM_013434	MANE	Y
KCNIP4	NM_025221	MANE	N
KCNIP4-IT1	NR_002813	LongestTrx	Y
KCNJ1	NM_153766	MANE	N
KCNJ10	NM_002241	MANE	Y
KCNJ11	NM_000525	MANE	Y
KCNJ12	NM_021012	MANE	N
KCNJ13	NM_002242	MANE	Y
KCNJ14	NM_013348	MANE	Y
KCNJ15	NM_170736	MANE	N
KCNJ16	NM_170741	MANE	Y
KCNJ18	NM_001194958	MANE	Y
KCNJ2	NM_000891	MANE	Y
KCNJ2-AS1	NR_036534	LongestTrx	Y
KCNJ3	NM_002239	MANE	Y
KCNJ4	NM_152868	MANE	N
KCNJ5	NM_000890	MANE	Y
KCNJ6	NM_002240	MANE	Y
KCNJ8	NM_004982	MANE	Y
KCNJ9	NM_004983	MANE	Y
KCNK1	NM_002245	MANE	Y
KCNK10	NM_138317	MANE	Y
KCNK12	NM_022055	MANE	Y
KCNK13	NM_022054	MANE	Y
KCNK15	NM_022358	MANE	Y
KCNK15-AS1	NR_132377	LongestTrx	N
KCNK16	NM_001135106	MANE	N
KCNK17	NM_031460	MANE	Y
KCNK18	NM_181840	MANE	Y
KCNK2	NM_001017425	MANE	N
KCNK3	NM_002246	MANE	Y
KCNK4	NM_033310	MANE	Y
KCNK4-TEX40	NR_133662	LongestTrx	N
KCNK5	NM_003740	MANE	Y
KCNK6	NM_004823	MANE	Y
KCNK7	NM_033347	MANE	Y
KCNK9	NM_001282534	MANE	N
KCNMA1	NM_001161352	MANE	Y
KCNMA1-AS1	NR_120655	LongestTrx	N
KCNMA1-AS2	NR_120654	LongestTrx	N
KCNMA1-AS3	NR_126365	LongestTrx	N
KCNMB1	NM_004137	MANE	Y
KCNMB2	NM_181361	MANE	Y
KCNMB2-AS1	NR_126561	LongestTrx	N
KCNMB3	NM_014407	UniProt	Y
KCNMB4	NM_014505	MANE	Y
KCNN1	NM_001386974	MANE	N
KCNN2	NM_021614	MANE	Y
KCNN3	NM_002249	MANE	N
KCNN4	NM_002250	MANE	Y
KCNQ1	NM_000218	MANE	Y
KCNQ1-AS1	NR_130721	LongestTrx	Y
KCNQ1DN	NR_024627	LongestTrx	Y
KCNQ1OT1	NR_002728	LongestTrx	Y
KCNQ2	NM_172107	MANE	Y
KCNQ3	NM_004519	MANE	Y
KCNQ4	NM_004700	MANE	Y
KCNQ5	NM_019842	MANE	N
KCNQ5-AS1	NR_046621	LongestTrx	Y
KCNQ5-IT1	NR_120503	LongestTrx	N
KCNRG	NM_173605	MANE	Y
KCNS1	NM_001322799	MANE	N
KCNS2	NM_020697	MANE	Y
KCNS3	NM_002252	MANE	Y
KCNT1	NM_020822	MANE	Y
KCNT2	NM_198503	MANE	Y
KCNU1	NM_001031836	MANE	Y
KCNV1	NM_014379	MANE	Y
KCNV2	NM_133497	MANE	Y
KCP	NM_199349	UniProt	N
KCTD1	NM_001142730	MANE	Y
KCTD10	NM_031954	MANE	Y
KCTD11	NM_001363642	MANE	N
KCTD12	NM_138444	MANE	Y
KCTD13	NM_178863	MANE	Y
KCTD14	NM_023930	MANE	Y
KCTD15	NM_001129994	MANE	N
KCTD16	NM_020768	MANE	Y
KCTD17	NM_024681	UniProt	Y
KCTD18	NM_152387	MANE	Y
KCTD19	NM_001100915	MANE	Y
KCTD2	NM_015353	MANE	Y
KCTD20	NM_173562	MANE	Y
KCTD21	NM_001029859	MANE	Y
KCTD21-AS1	NR_102280	LongestTrx	Y
KCTD3	NM_016121	MANE	Y
KCTD4	NM_198404	MANE	Y
KCTD5	NM_018992	MANE	Y
KCTD6	NM_001128214	MANE	Y
KCTD7	NM_153033	MANE	Y
KCTD8	NM_198353	MANE	Y
KCTD9	NM_017634	MANE	Y
KDELR1	NM_006801	MANE	Y
KDELR2	NM_006854	MANE	Y
KDELR3	NM_006855	MANE	N
KDF1	NM_152365	MANE	Y
KDM1A	NM_001009999	MANE	Y
KDM1B	NM_001364614	MANE	N
KDM2A	NM_012308	MANE	Y
KDM2B	NM_032590	MANE	Y
KDM3A	NM_018433	MANE	N
KDM3B	NM_016604	MANE	Y
KDM4A	NM_014663	MANE	Y
KDM4A-AS1	NR_033827	LongestTrx	Y
KDM4B	NM_015015	MANE	Y
KDM4C	NM_015061	MANE	Y
KDM4D	NM_018039	MANE	Y
KDM4E	NM_001161630	MANE	Y
KDM5A	NM_001042603	MANE	Y
KDM5B	NM_006618	MANE	Y
KDM5C	NM_004187	MANE	Y
KDM5D	NM_004653	MANE	N
KDM6A	NM_001291415	MANE	N
KDM6B	NM_001348716	MANE	N
KDM7A	NM_030647	MANE	Y
KDM7A-DT	NR_024451	LongestTrx	Y
KDM8	NM_024773	MANE	N
KDR	NM_002253	UniProt	Y
KDSR	NM_002035	MANE	Y
KEAP1	NM_203500	MANE	Y
KEL	NM_000420	MANE	Y
KERA	NM_007035	MANE	Y
KHDC1	NM_030568	UniProt	Y
KHDC1L	NM_001126063	MANE	Y
KHDC3L	NM_001017361	MANE	Y
KHDC4	NM_014949	MANE	Y
KHDRBS1	NM_006559	MANE	Y
KHDRBS2	NM_152688	MANE	Y
KHDRBS3	NM_006558	MANE	Y
KHK	NM_006488	MANE	Y
KHNYN	NM_015299	MANE	Y
KHSRP	NM_001366299	MANE	N
KIAA0040	NM_014656	MANE	N
KIAA0087	NR_022006	LongestTrx	Y
KIAA0100	NM_014680	MANE	Y
KIAA0232	NM_014743	MANE	N
KIAA0319	NM_014809	MANE	Y
KIAA0319L	NM_024874	MANE	Y
KIAA0408	NM_014702	MANE	Y
KIAA0513	NM_001388359	MANE	N
KIAA0586	NM_001329943	MANE	N
KIAA0753	NM_014804	MANE	Y
KIAA0754	NM_015038	UniProt	Y
KIAA0825	NM_001145678	MANE	Y
KIAA0895	NM_001199706	MANE	N
KIAA0895L	NM_001040715	MANE	Y
KIAA0930	NM_001009880	MANE	N
KIAA1109	NM_001384125	MANE	N
KIAA1143	NM_020696	MANE	Y
KIAA1191	NM_020444	MANE	N
KIAA1210	NM_020721	UniProt	Y
KIAA1217	NM_019590	MANE	Y
KIAA1328	NM_020776	MANE	Y
KIAA1522	NM_020888	MANE	Y
KIAA1549	NM_001164665	MANE	Y
KIAA1549L	NM_012194	MANE	Y
KIAA1586	NM_020931	MANE	Y
KIAA1614	NM_020950	MANE	Y
KIAA1614-AS1	NR_145481	LongestTrx	N
KIAA1656	NR_046312	LongestTrx	Y
KIAA1671	NM_001145206	MANE	Y
KIAA1671-AS1	NR_038941	LongestTrx	Y
KIAA1755	NM_001029864	MANE	Y
KIAA1841	NM_001129993	MANE	Y
KIAA1958	NM_133465	MANE	Y
KIAA2012	NM_001277372	MANE	Y
KIAA2012-AS1	NR_135244	LongestTrx	N
KIAA2013	NM_138346	MANE	Y
KIAA2026	NM_001017969	MANE	Y
KICS2	NM_152440	MANE	Y
KIDINS220	NM_020738	MANE	Y
KIF11	NM_004523	MANE	Y
KIF12	NM_001388308	MANE	N
KIF13A	NM_022113	MANE	Y
KIF13B	NM_015254	MANE	Y
KIF14	NM_014875	MANE	Y
KIF15	NM_020242	MANE	Y
KIF16B	NM_024704	MANE	N
KIF17	NM_001122819	MANE	N
KIF18A	NM_031217	MANE	Y
KIF18B	NM_001265577	MANE	Y
KIF19	NM_153209	MANE	Y
KIF1A	NM_001244008	MANE	Y
KIF1B	NM_001365951	MANE	N
KIF1C	NM_006612	MANE	Y
KIF1C-AS1	NR_120665	LongestTrx	N
KIF20A	NM_005733	MANE	Y
KIF20B	NM_001284259	MANE	N
KIF21A	NM_001173464	MANE	Y
KIF21B	NM_001252102	MANE	N
KIF22	NM_007317	MANE	Y
KIF23	NM_001367805	MANE	N
KIF23-AS1	NR_132969	LongestTrx	N
KIF24	NM_194313	MANE	Y
KIF25	NM_030615	MANE	Y
KIF25-AS1	NR_103750	LongestTrx	N
KIF26A	NM_015656	MANE	Y
KIF26A-DT	NR_158217	LongestTrx	N
KIF26B	NM_018012	MANE	Y
KIF26B-AS1	NR_151721	LongestTrx	N
KIF27	NM_017576	MANE	Y
KIF2A	NM_001098511	MANE	Y
KIF2B	NM_032559	MANE	Y
KIF2C	NM_006845	MANE	Y
KIF3A	NM_001300791	MANE	N
KIF3B	NM_004798	MANE	Y
KIF3C	NM_002254	MANE	Y
KIF4A	NM_012310	MANE	Y
KIF4B	NM_001099293	MANE	Y
KIF5A	NM_004984	MANE	Y
KIF5B	NM_004521	MANE	Y
KIF5C	NM_004522	MANE	Y
KIF6	NM_145027	MANE	Y
KIF7	NM_198525	MANE	Y
KIF9	NM_182902	MANE	Y
KIF9-AS1	NR_033373	LongestTrx	Y
KIFAP3	NM_014970	MANE	Y
KIFBP	NM_015634	MANE	Y
KIFC1	NM_002263	MANE	Y
KIFC2	NM_001369769	MANE	N
KIFC3	NM_001130100	MANE	N
KIN	NM_012311	MANE	Y
KIR2DL1	NM_014218	MANE	Y
KIR2DL2	NM_014219	UniProt	Y
KIR2DL3	NM_015868	MANE	N
KIR2DL4	NM_002255	UniProt	N
KIR2DL5A	NM_020535	UniProt	N
KIR2DL5B	NM_001018081	LongestTrx	Y
KIR2DS1	NM_014512	UniProt	N
KIR2DS2	NM_012312	UniProt	N
KIR2DS3	NM_012313	UniProt	N
KIR2DS4	NM_012314	UniProt	N
KIR2DS5	NM_014513	UniProt	N
KIR3DL1	NM_013289	UniProt	N
KIR3DL2	NM_006737	MANE	Y
KIR3DL3	NM_153443	LongestTrx	Y
KIR3DS1	NM_001083539	UniProt	N
KIR3DX1	NR_104096	LongestTrx	Y
KIRREL1	NM_018240	MANE	Y
KIRREL1-IT1	NR_145471	LongestTrx	N
KIRREL2	NM_199180	MANE	Y
KIRREL3	NM_032531	MANE	Y
KIRREL3-AS2	NR_046986	LongestTrx	Y
KIRREL3-AS3	NR_040078	LongestTrx	Y
KISS1	NM_002256	MANE	Y
KISS1R	NM_032551	MANE	Y
KIT	NM_000222	MANE	Y
KITLG	NM_000899	MANE	Y
KIZ	NM_018474	MANE	Y
KIZ-AS1	NR_109956	LongestTrx	N
KL	NM_004795	MANE	Y
KLB	NM_175737	MANE	Y
KLC1	NM_005552	UniProt	N
KLC2	NM_001318734	MANE	N
KLC3	NM_177417	MANE	Y
KLC4	NM_201521	MANE	N
KLF1	NM_006563	MANE	Y
